,0,1,2,3,4,5,6,wickets
DW Steyn,27,22,12,0,9,0,2,11
R Dravid,384,331,57,0,124,0,10,36
AL Menaria,102,90,19,0,17,0,9,15
PR Shah,38,23,5,0,6,0,0,6
JDP Oram,46,43,3,0,6,0,4,7
AA Chavan,4,4,0,0,1,0,0,0
SW Tait,5,8,0,0,1,0,0,2
ND Doshi,13,0,0,0,0,0,0,1
WP Saha,295,316,68,1,80,0,45,39
GJ Maxwell,163,145,25,0,43,0,51,30
PD Collingwood,42,41,6,1,8,0,10,2
KM Jadhav,142,182,28,1,43,0,23,21
AB McDonald,28,17,2,1,8,0,3,4
DPMD Jayawardene,264,229,31,2,81,0,19,30
Yuvraj Singh,424,343,55,3,111,0,78,53
IK Pathan,178,188,43,2,39,1,12,24
Bipul Sharma,13,24,7,0,3,0,3,2
SP Goswami,94,77,13,0,19,0,2,11
OA Shah,104,126,23,1,27,0,15,7
BJ Hodge,218,240,39,5,56,0,17,25
SN Khan,14,23,7,0,12,0,4,3
AP Tare,93,38,12,1,27,0,4,15
R McLaren,57,46,6,1,13,0,1,4
MJ McClenaghan,3,5,1,0,1,0,0,2
RV Gomez,26,16,4,0,5,0,1,6
K Goel,65,31,4,0,10,0,7,7
WA Mota,23,34,3,0,2,0,0,4
RR Powar,22,18,4,0,5,0,1,2
CM Gautam,44,14,2,2,9,0,3,4
BJ Rohrer,21,17,7,0,10,0,1,2
A Chandila,3,4,0,0,0,0,0,1
S Sreesanth,29,6,2,0,2,0,0,2
DJ Hooda,42,58,6,0,6,0,10,10
DS Kulkarni,6,5,0,1,2,0,0,4
PV Tambe,2,2,0,0,0,0,0,0
DT Christian,89,115,21,1,16,0,12,17
B Chipli,59,54,5,2,16,0,4,9
S Sohal,83,44,8,0,19,0,8,9
Kamran Akmal,6,11,4,0,4,0,3,0
T Kohli,14,5,0,0,0,0,1,3
RR Sarwan,3,5,1,0,0,0,0,1
B Lee,25,18,2,0,3,0,5,5
VRV Singh,1,0,0,0,1,0,0,0
LRPL Taylor,122,114,26,0,22,0,9,15
AS Raut,25,22,4,0,4,0,2,6
JEC Franklin,32,36,4,0,11,0,5,4
RJ Peterson,5,7,1,0,1,0,0,1
SL Malinga,17,8,0,0,1,0,1,3
PP Ojha,18,12,0,0,0,0,0,4
AR Patel,85,125,25,0,14,0,15,15
MG Johnson,52,34,9,1,6,0,5,7
MM Sharma,24,16,3,1,4,0,1,8
P Sahu,4,5,2,0,1,0,1,0
Sandeep Sharma,4,4,0,0,0,0,0,0
UBT Chand,77,38,5,0,16,0,2,10
AJ Finch,291,230,42,2,88,0,30,31
RE van der Merwe,33,34,1,0,9,0,4,6
M Morkel,14,4,1,0,1,0,0,4
UT Yadav,16,6,2,0,1,0,0,1
AB Dinda,16,5,1,0,0,0,0,4
SM Katich,8,3,0,0,2,0,0,3
M Manhas,82,73,21,1,20,0,4,12
AD Russell,41,35,10,0,19,0,13,6
WD Parnell,26,19,5,0,4,0,1,4
Mohammed Shami,10,5,1,0,0,0,0,3
JD Ryder,96,62,14,3,33,0,11,13
R Bishnoi,9,2,0,0,1,0,2,1
MV Boucher,55,59,4,1,14,0,4,8
A Kumble,9,5,1,0,1,0,0,1
KP Appanna,1,0,0,0,0,0,0,0
Misbah-ul-Haq,17,21,4,0,6,0,5,7
B Akhil,13,9,2,0,3,0,1,3
L Ronchi,18,1,0,0,5,0,0,3
SM Pollock,30,28,2,0,10,0,6,5
MA Khote,6,3,0,0,1,0,0,0
MN Samuels,46,42,7,0,6,0,6,6
AD Mathews,117,131,30,1,30,0,16,17
MR Marsh,48,40,9,0,5,0,7,7
B Kumar,21,17,4,0,6,0,1,8
R Sharma,20,6,5,0,3,0,2,5
BB Samantray,43,38,8,0,11,0,2,4
Shoaib Ahmed,3,0,0,0,0,0,0,1
RP Singh,18,14,1,1,1,0,1,7
MC Juneja,23,23,3,0,2,0,0,3
S Nadeem,22,7,1,0,0,0,0,7
A Nehra,13,6,0,0,0,0,0,5
GJ Bailey,104,124,31,1,39,0,12,17
JJ Roy,16,13,2,0,9,0,1,2
Basil Thampi,5,5,2,0,0,0,1,1
Ishan Kishan,57,39,4,0,14,0,7,6
DJ Jacobs,46,19,3,0,8,0,2,5
AG Murtaza,3,2,0,0,0,0,0,0
SC Ganguly,379,232,30,2,80,1,24,34
KL Rahul,147,147,25,1,43,0,15,17
Y Nagar,71,71,11,1,8,0,4,7
DL Vettori,21,28,4,1,5,0,0,4
MN van Wyk,26,46,8,1,16,0,1,2
KW Richardson,9,7,1,0,0,0,0,1
Parvez Rasool,1,4,0,0,0,0,0,0
DS Lehmann,1,1,0,0,0,0,0,1
D Salunkhe,7,8,1,0,4,0,0,0
W Jaffer,23,18,3,0,7,0,0,3
DT Patil,0,0,0,0,1,0,0,0
AUK Pathan,5,2,0,0,0,0,0,2
DB Das,82,54,7,0,11,0,12,6
LR Shukla,86,89,11,0,23,0,13,18
SMSM Senanayake,6,7,0,0,0,0,0,0
SW Billings,42,60,11,0,19,0,4,7
CJ Anderson,114,80,16,1,22,0,17,11
K Rabada,14,5,1,0,1,0,0,1
Salman Butt,70,42,6,0,24,0,2,5
A Chopra,44,19,2,0,7,0,0,4
T Taibu,9,9,5,0,3,0,0,3
Iqbal Abdulla,6,7,1,0,0,0,0,0
PC Valthaty,122,38,12,0,24,0,7,11
AD Mascarenhas,7,9,2,0,1,0,0,3
SB Bangar,26,18,1,0,1,0,1,5
Yashpal Singh,22,11,1,0,5,0,0,2
AB Agarkar,36,40,10,0,10,0,3,5
I Sharma,16,6,3,0,1,0,1,5
JJ Bumrah,4,3,0,0,0,0,0,2
AD Nath,6,3,1,0,0,0,0,1
BA Stokes,25,45,9,0,7,0,7,5
RT Ponting,45,33,2,0,4,0,1,5
CA Pujara,119,52,10,0,31,0,2,11
JR Hopes,54,37,10,1,22,0,1,8
CJ Ferguson,27,14,6,0,4,0,0,4
MS Gony,23,10,4,0,4,0,6,5
SP Jackson,5,2,0,0,2,0,0,1
C de Grandhomme,7,12,0,0,3,0,2,4
CR Woakes,16,11,3,0,3,0,0,2
KK Cooper,11,10,2,0,4,0,4,4
BCJ Cutting,16,11,1,0,7,0,7,3
Sachin Baby,22,22,9,0,7,0,3,3
TM Head,33,47,18,0,9,0,8,4
VVS Laxman,69,51,6,0,18,0,2,10
M Muralitharan,9,7,1,0,1,0,0,3
MJ Guptill,49,34,6,2,10,0,4,8
Sunny Singh,6,1,0,0,4,0,0,1
NJ Rimmington,0,1,0,0,0,0,0,0
A Mukund,8,11,2,0,1,0,0,1
R Rampaul,20,8,4,0,0,0,2,5
S Gopal,16,10,0,0,1,0,0,2
J Suchith,2,2,4,0,0,0,0,0
S Vidyut,38,21,5,0,14,0,2,5
CK Kapugedera,8,6,1,0,0,0,0,2
Mohammad Ashraful,10,2,0,0,0,0,0,1
MS Wade,2,6,1,0,0,0,0,1
S Anirudha,41,39,7,0,8,0,4,6
MD Mishra,37,34,5,0,5,0,4,6
Anirudh Singh,22,14,2,0,4,0,1,2
Shahid Afridi,12,7,0,0,2,0,2,5
KS Williamson,90,117,25,1,32,1,10,8
Swapnil Singh,9,8,2,0,0,0,0,2
R Tewatia,4,3,0,0,4,0,0,1
AG Paunikar,23,6,1,0,4,0,0,3
VY Mahesh,1,4,1,0,0,0,0,0
BB Sran,0,2,0,0,0,0,0,0
RR Rossouw,3,1,0,0,0,0,0,1
YV Takawale,37,10,3,0,10,0,1,4
VH Zol,13,7,2,0,3,0,1,2
S Rana,20,21,6,0,5,0,0,3
MA Starc,20,15,4,0,3,0,0,2
HM Amla,99,106,18,0,47,0,16,7
MP Stoinis,43,41,13,0,11,0,3,6
SP Fleming,42,11,4,1,8,0,0,5
Joginder Sharma,3,6,0,0,1,0,1,2
M Ntini,9,1,1,0,2,0,0,1
KC Cariappa,2,1,0,0,0,0,0,1
J Arunkumar,2,1,0,0,0,0,0,1
FH Edwards,3,1,0,1,0,0,0,1
J Yadav,6,6,0,0,0,0,0,0
Mohammad Hafeez,36,18,0,0,5,0,0,6
M Kartik,21,38,6,0,5,0,1,6
C Munro,7,4,1,0,2,0,0,1
JO Holder,12,6,1,0,3,0,2,3
Pankaj Singh,1,1,0,0,0,0,0,1
AA Jhunjhunwala,56,50,11,0,16,0,1,8
A Uniyal,2,4,0,0,0,0,0,0
R Dhawan,24,29,6,1,6,0,3,3
DJ Thornely,26,18,0,0,2,0,2,3
RR Raje,5,5,0,0,1,0,0,1
A Mithun,1,2,1,0,1,0,0,1
JD Unadkat,4,3,0,0,0,0,0,1
MJ Clarke,10,5,1,0,1,1,0,1
AP Majumdar,6,8,3,0,1,0,2,1
RE Levi,13,8,0,0,4,0,1,2
CJ McKay,8,6,1,0,0,0,0,1
VS Malik,2,2,0,0,1,0,0,1
SJ Srivastava,0,3,1,0,0,0,0,0
JE Taylor,1,1,0,0,0,0,0,0
KB Arun Karthik,13,11,3,0,3,0,0,1
R Shukla,2,3,0,0,0,0,0,0
Mashrafe Mortaza,1,0,1,0,0,0,0,0
B Sumanth,5,9,2,0,0,0,0,0
IR Jaggi,41,30,4,2,6,0,0,4
PSP Handscomb,6,6,0,0,0,0,0,1
TR Birt,9,9,2,0,7,0,1,2
PJ Sangwan,5,6,1,0,1,0,0,3
SN Thakur,5,3,0,0,1,0,0,3
RD Chahar,0,1,1,0,0,0,0,0
LH Ferguson,0,1,0,0,0,0,0,0
DNT Zoysa,1,1,0,0,0,0,0,1
D Kalyankrishna,5,3,0,0,0,0,0,1
SB Jakati,12,14,1,0,3,0,0,2
ER Dwivedi,7,4,0,0,2,0,2,2
BE Hendricks,2,1,0,0,0,0,0,1
Shivam Sharma,1,1,0,0,1,0,0,1
Anureet Singh,1,2,0,0,0,0,1,0
DR Martyn,10,15,0,0,1,0,0,2
S Narwal,7,7,1,0,4,0,0,3
A Flintoff,3,8,0,0,2,0,1,0
AP Dole,3,0,0,0,1,0,0,1
I Malhotra,0,3,0,0,1,0,0,0
LA Carseldine,2,11,1,0,3,0,0,0
SM Harwood,2,4,1,0,0,0,0,0
Kuldeep Yadav,4,2,1,0,0,0,0,1
AS Yadav,17,10,2,0,5,0,2,7
AC Blizzard,15,5,1,0,9,0,0,2
Washington Sundar,3,1,1,0,0,0,0,0
PJ Cummins,4,8,2,0,2,0,1,1
Umar Gul,3,1,0,0,0,0,2,1
KJ Abbott,2,2,1,1,0,0,1,0
Mohammad Nabi,2,0,1,0,0,0,0,1
Rashid Khan,2,2,0,0,0,0,1,1
D Wiese,3,5,3,0,0,0,1,1
S Aravind,9,7,1,0,0,0,0,1
M Klinger,19,24,1,1,6,0,0,2
D du Preez,5,6,2,0,0,0,0,1
Jaskaran Singh,1,1,1,0,0,0,0,1
MDKJ Perera,8,2,0,0,3,0,0,2
X Thalaivan Sargunam,9,6,2,0,0,0,0,1
S Badree,1,1,1,0,0,0,0,1
A Choudhary,1,9,1,0,1,0,0,0
Ankit Soni,7,0,0,0,0,0,0,2
AR Bawne,4,6,1,0,1,0,0,0
C Madan,15,3,0,0,3,0,0,1
T Thushara,7,3,3,0,0,0,0,2
LJ Wright,8,10,2,0,13,0,2,2
AN Ghosh,4,1,1,0,1,0,0,1
F Behardien,3,1,0,0,1,0,0,1
Imran Tahir,4,3,0,0,1,0,0,1
DJ Muthuswami,2,1,0,0,0,0,0,1
NS Naik,14,12,3,0,1,0,0,1
J Syed Mohammad,1,1,0,0,0,0,0,1
P Parameswaran,0,1,0,0,0,0,0,0
RR Bhatkal,2,0,0,0,0,0,0,2
GR Napier,7,5,3,0,1,0,0,1
Vishnu Vinod,15,9,0,0,1,0,1,3
Shoaib Akhtar,6,2,0,0,0,0,0,1
TM Srivastava,0,1,0,0,0,0,0,0
TS Mills,3,0,0,0,0,0,0,1
JDS Neesham,13,4,2,0,1,0,0,1
V Pratap Singh,1,0,0,0,0,0,0,1
RG More,0,2,0,0,0,0,0,0
BR Dunk,7,3,2,0,2,0,0,1
BMAJ Mendis,1,5,3,0,0,0,0,1
AF Milne,1,0,0,0,0,0,0,1
M de Lange,1,1,0,0,0,0,0,1
V Shankar,8,9,0,0,2,0,1,2
CJ Jordan,1,0,0,0,0,0,0,1
S Chanderpaul,7,2,0,0,0,0,0,1
SB Joshi,5,3,0,0,0,0,0,1
UT Khawaja,10,4,2,1,5,0,1,1
Harmeet Singh,2,0,1,0,3,0,0,1
BA Bhatt,1,0,0,0,0,0,1,0
YA Abdulla,1,0,0,0,0,0,0,0
Harpreet Singh,7,11,1,0,0,0,0,1
NL McCullum,3,1,2,0,0,0,1,0
AS Rajpoot,6,0,0,0,1,0,0,1
BJ Haddin,5,2,1,0,2,0,1,1
TD Paine,7,2,0,0,0,0,0,1
SB Wagh,1,0,1,0,0,0,0,1
AC Thomas,2,0,0,0,0,0,0,0
BAW Mendis,0,1,0,0,0,0,0,0
