ball_no,batsman,bowler,non_striker,runs,wicket_status
0.1,DA Warner,DW Steyn,V Sehwag,0,Not out
0.2,DA Warner,DW Steyn,V Sehwag,0,Not out
0.3,DA Warner,DW Steyn,V Sehwag,0,Not out
0.4,DA Warner,DW Steyn,V Sehwag,0,caught
0.5,DPMD Jayawardene,DW Steyn,V Sehwag,0,Not out
0.6,DPMD Jayawardene,DW Steyn,V Sehwag,0,Not out
1.1,V Sehwag,I Sharma,DPMD Jayawardene,1,Not out
1.2,DPMD Jayawardene,I Sharma,V Sehwag,0,Not out
1.3,DPMD Jayawardene,I Sharma,V Sehwag,0,Not out
1.4,DPMD Jayawardene,I Sharma,V Sehwag,6,Not out
1.5,DPMD Jayawardene,I Sharma,V Sehwag,1,Not out
1.6,V Sehwag,I Sharma,DPMD Jayawardene,4,Not out
2.1,DPMD Jayawardene,DW Steyn,V Sehwag,0,Not out
2.2,DPMD Jayawardene,DW Steyn,V Sehwag,0,Not out
2.3,V Sehwag,DW Steyn,DPMD Jayawardene,0,Not out
2.4,DPMD Jayawardene,DW Steyn,V Sehwag,0,Not out
2.5,DPMD Jayawardene,DW Steyn,V Sehwag,1,Not out
2.6,V Sehwag,DW Steyn,DPMD Jayawardene,1,Not out
3.1,V Sehwag,NLTC Perera,DPMD Jayawardene,4,Not out
3.2,V Sehwag,NLTC Perera,DPMD Jayawardene,0,Not out
3.3,V Sehwag,NLTC Perera,DPMD Jayawardene,1,Not out
3.4,DPMD Jayawardene,NLTC Perera,V Sehwag,0,Not out
3.5,DPMD Jayawardene,NLTC Perera,V Sehwag,0,Not out
3.6,DPMD Jayawardene,NLTC Perera,V Sehwag,4,Not out
4.1,V Sehwag,I Sharma,DPMD Jayawardene,0,Not out
4.2,V Sehwag,I Sharma,DPMD Jayawardene,1,Not out
4.3,DPMD Jayawardene,I Sharma,V Sehwag,0,caught
4.4,V Sehwag,I Sharma,MC Juneja,0,caught
4.5,J Botha,I Sharma,MC Juneja,0,Not out
4.6,J Botha,I Sharma,MC Juneja,2,Not out
5.1,MC Juneja,Anand Rajan,J Botha,0,Not out
5.2,MC Juneja,Anand Rajan,J Botha,1,Not out
5.3,J Botha,Anand Rajan,MC Juneja,0,Not out
5.4,J Botha,Anand Rajan,MC Juneja,0,Not out
5.5,J Botha,Anand Rajan,MC Juneja,0,Not out
5.6,J Botha,Anand Rajan,MC Juneja,0,Not out
6.1,MC Juneja,I Sharma,J Botha,0,Not out
6.2,MC Juneja,I Sharma,J Botha,0,Not out
6.3,MC Juneja,I Sharma,J Botha,2,Not out
6.4,MC Juneja,I Sharma,J Botha,1,Not out
6.5,J Botha,I Sharma,MC Juneja,0,Not out
6.6,J Botha,I Sharma,MC Juneja,0,Not out
7.1,MC Juneja,A Mishra,J Botha,0,Not out
7.2,MC Juneja,A Mishra,J Botha,1,Not out
7.3,J Botha,A Mishra,MC Juneja,0,Not out
7.4,J Botha,A Mishra,MC Juneja,1,Not out
7.5,MC Juneja,A Mishra,J Botha,1,Not out
7.6,J Botha,A Mishra,MC Juneja,0,Not out
8.1,MC Juneja,Anand Rajan,J Botha,2,Not out
8.2,MC Juneja,Anand Rajan,J Botha,0,Not out
8.3,MC Juneja,Anand Rajan,J Botha,1,Not out
8.4,J Botha,Anand Rajan,MC Juneja,2,Not out
8.5,J Botha,Anand Rajan,MC Juneja,4,Not out
8.6,J Botha,Anand Rajan,MC Juneja,0,caught
9.1,MC Juneja,A Mishra,IK Pathan,1,Not out
9.2,IK Pathan,A Mishra,MC Juneja,0,Not out
9.3,IK Pathan,A Mishra,MC Juneja,1,Not out
9.4,MC Juneja,A Mishra,IK Pathan,0,Not out
9.5,MC Juneja,A Mishra,IK Pathan,0,Not out
9.6,MC Juneja,A Mishra,IK Pathan,0,Not out
10.1,IK Pathan,DW Steyn,MC Juneja,0,Not out
10.2,IK Pathan,DW Steyn,MC Juneja,0,Not out
10.3,IK Pathan,DW Steyn,MC Juneja,0,Not out
10.4,IK Pathan,DW Steyn,MC Juneja,0,Not out
10.5,IK Pathan,DW Steyn,MC Juneja,4,Not out
10.6,IK Pathan,DW Steyn,MC Juneja,1,Not out
11.1,IK Pathan,A Mishra,MC Juneja,1,Not out
11.2,MC Juneja,A Mishra,IK Pathan,1,Not out
11.3,IK Pathan,A Mishra,MC Juneja,1,Not out
11.4,MC Juneja,A Mishra,IK Pathan,1,Not out
11.5,IK Pathan,A Mishra,MC Juneja,2,Not out
11.6,IK Pathan,A Mishra,MC Juneja,1,Not out
12.1,IK Pathan,Anand Rajan,MC Juneja,0,Not out
12.2,IK Pathan,Anand Rajan,MC Juneja,1,Not out
12.3,MC Juneja,Anand Rajan,IK Pathan,1,Not out
12.4,IK Pathan,Anand Rajan,MC Juneja,0,Not out
12.5,IK Pathan,Anand Rajan,MC Juneja,0,Not out
12.6,IK Pathan,Anand Rajan,MC Juneja,1,Not out
12.7,MC Juneja,Anand Rajan,IK Pathan,2,Not out
13.1,IK Pathan,A Mishra,MC Juneja,1,Not out
13.2,MC Juneja,A Mishra,IK Pathan,0,Not out
13.3,MC Juneja,A Mishra,IK Pathan,0,caught
13.4,KM Jadhav,A Mishra,IK Pathan,1,Not out
13.5,IK Pathan,A Mishra,KM Jadhav,0,Not out
13.6,IK Pathan,A Mishra,KM Jadhav,1,Not out
14.1,IK Pathan,NLTC Perera,KM Jadhav,1,Not out
14.2,KM Jadhav,NLTC Perera,IK Pathan,1,Not out
14.3,IK Pathan,NLTC Perera,KM Jadhav,1,Not out
14.4,KM Jadhav,NLTC Perera,IK Pathan,0,Not out
14.5,KM Jadhav,NLTC Perera,IK Pathan,1,Not out
14.6,IK Pathan,NLTC Perera,KM Jadhav,1,Not out
15.1,IK Pathan,Anand Rajan,KM Jadhav,0,Not out
15.2,IK Pathan,Anand Rajan,KM Jadhav,1,Not out
15.3,KM Jadhav,Anand Rajan,IK Pathan,1,Not out
15.4,IK Pathan,Anand Rajan,KM Jadhav,1,Not out
15.5,KM Jadhav,Anand Rajan,IK Pathan,1,Not out
15.6,IK Pathan,Anand Rajan,KM Jadhav,0,Not out
16.1,KM Jadhav,I Sharma,IK Pathan,4,Not out
16.2,KM Jadhav,I Sharma,IK Pathan,6,Not out
16.3,KM Jadhav,I Sharma,IK Pathan,0,Not out
16.4,KM Jadhav,I Sharma,IK Pathan,1,Not out
16.5,IK Pathan,I Sharma,KM Jadhav,1,Not out
16.6,KM Jadhav,I Sharma,IK Pathan,1,Not out
16.7,IK Pathan,I Sharma,KM Jadhav,0,Not out
16.8,IK Pathan,I Sharma,KM Jadhav,0,Not out
16.9,IK Pathan,I Sharma,KM Jadhav,1,Not out
17.1,IK Pathan,NLTC Perera,KM Jadhav,1,Not out
17.2,KM Jadhav,NLTC Perera,IK Pathan,1,Not out
17.3,IK Pathan,NLTC Perera,KM Jadhav,0,caught
17.4,KM Jadhav,NLTC Perera,M Morkel,1,Not out
